Time [s],Channel 2
5.955504708,1
5.955602833,0
5.955704750,1
5.955802833,0
5.955904875,1
5.956002875,0
5.956105208,1
5.956202917,0
5.956304875,1
5.956403000,0
5.956504875,1
5.956603000,0
5.956704958,1
5.956803042,0
5.956904958,1
5.957003042,0
5.957104958,1
5.957203083,0
5.957305042,1
5.957403125,0
5.957506250,1
5.957603833,0
5.957705792,1
5.957803917,0
5.957904083,1
5.958011083,0
5.958112292,1
5.958210458,0
5.958312792,1
5.958410333,0
5.958512333,1
5.958610958,0
5.958713792,1
5.958805958,0
5.958909542,1
5.959001375,0
5.959103375,1
5.959201458,0
5.959303375,1
5.959401500,0
5.959503417,1
5.959601542,0
5.959703458,1
5.959801583,0
5.959903500,1
5.960001625,0
5.960103542,1
5.960201667,0
5.960303583,1
5.960401667,0
5.960503625,1
5.960601708,0
5.960703625,1
5.960801750,0
5.960903667,1
5.961001792,0
5.961103708,1
5.961201833,0
5.961303750,1
5.961401875,0
5.961503792,1
5.961601875,0
5.961703792,1
5.961801917,0
5.961912542,1
5.962000875,0
5.962102542,1
5.962200708,0
5.962304875,1
5.962401000,0
5.962502958,1
5.962601083,0
5.962704583,1
5.962802667,0
5.962904458,1
5.963002667,0
5.963103625,1
5.963201917,0
5.963303833,1
5.963401917,0
5.963503875,1
5.963602000,0
5.963703917,1
5.963802000,0
5.963903875,1
5.964002042,0
5.964103917,1
5.964202083,0
5.964304167,1
5.964402125,0
5.964504000,1
5.964602167,0
5.964704083,1
5.964802167,0
5.964904083,1
5.965002208,0
5.965104083,1
5.965202250,0
5.965304208,1
5.965402292,0
5.965504208,1
5.965602333,0
5.965704250,1
5.965802333,0
5.965904250,1
5.966002375,0
5.966104250,1
5.966202417,0
5.966304333,1
5.966402458,0
5.966504375,1
5.966602500,0
5.966704458,1
5.966802542,0
5.966904458,1
5.967002583,0
5.967104458,1
5.967202583,0
5.967304542,1
5.967402625,0
5.967504542,1
5.967602667,0
5.967704625,1
5.967802708,0
5.967904625,1
5.968002750,0
5.968104667,1
5.968202792,0
5.968304708,1
5.968402792,0
5.968504750,1
5.968602833,0
5.968704708,1
5.968802917,0
5.968904792,1
5.969002917,0
5.969104792,1
5.969202958,0
5.969304875,1
5.969403000,0
5.969504917,1
5.969603000,0
5.969704958,1
5.969803042,0
5.969904958,1
5.970003083,0
5.970104958,1
5.970203125,0
5.970305042,1
5.970403167,0
5.970505083,1
5.970603208,0
5.970705125,1
5.970803250,0
5.970905125,1
5.971003292,0
5.971105125,1
5.971203292,0
5.971305208,1
5.971403333,0
5.971505250,1
5.971603375,0
5.971705333,1
5.971803417,0
5.971905292,1
5.972003458,0
5.972105292,1
5.972203458,0
5.972305417,1
5.972403500,0
5.972505417,1
5.972603542,0
5.972705500,1
5.972803583,0
5.972905500,1
5.973003625,0
5.973105500,1
5.973203667,0
5.973305542,1
5.973403708,0
5.973505500,1
5.973603708,0
5.973705667,1
5.973803750,0
5.973905667,1
5.974003792,0
5.974105667,1
5.974203833,0
5.974305875,1
5.974403875,0
5.974505708,1
5.974603917,0
5.974705833,1
5.974803917,0
5.974905833,1
5.975003958,0
5.975105750,1
5.975204000,0
5.975305875,1
5.975404083,0
5.975505958,1
5.975604083,0
5.975706000,1
5.975804125,0
5.975906042,1
5.976004167,0
5.976106083,1
5.976204167,0
5.976306083,1
5.976404250,0
5.976506167,1
5.976604292,0
5.976706167,1
5.976804292,0
5.976906208,1
5.977004333,0
5.977106208,1
5.977204375,0
5.977306250,1
5.977404375,0
5.977506292,1
5.977604417,0
5.977706375,1
5.977804458,0
5.977906375,1
5.978004500,0
5.978106375,1
5.978204542,0
5.978307625,1
5.978405208,0
5.978507208,1
5.978605292,0
5.978707125,1
5.978805333,0
5.978907208,1
5.979005333,0
5.979108333,1
5.979215708,0
5.979316875,1
5.979415083,0
5.979517458,1
5.979614958,0
5.979717000,1
5.979815583,0
5.979918417,1
5.980010625,0
5.980114208,1
5.980205917,0
5.980307875,1
5.980406042,0
5.980507958,1
5.980606042,0
5.980707958,1
5.980806083,0
5.980908000,1
5.981006125,0
5.981108083,1
5.981206167,0
5.981308042,1
5.981406208,0
5.981508125,1
5.981606250,0
5.981708167,1
5.981806292,0
5.981908208,1
5.982006292,0
5.982108208,1
5.982206375,0
5.982308208,1
5.982406375,0
5.982508167,1
5.982606417,0
5.982708375,1
5.982806458,0
5.982908375,1
5.983006500,0
5.983117792,1
5.983205500,0
5.983307250,1
5.983405375,0
5.983509083,1
5.983605542,0
5.983707542,1
5.983805667,0
5.983926667,1
5.984038917,0
5.984140833,1
5.984238958,0
5.984339792,1
5.984444250,0
5.984542583,1
5.984639708,0
5.984748167,1
5.984841167,0
5.984949083,1
5.985042708,0
5.985144583,1
5.985242708,0
5.985343167,1
5.985446083,0
5.985548458,1
5.985643208,0
5.985745083,1
5.985841542,0
5.985949417,1
5.986043167,0
5.986145083,1
5.986241750,0
5.986348500,1
5.986448000,0
5.986545208,1
5.986643333,0
5.986745125,1
5.986841750,0
5.986949667,1
5.987041583,0
5.987149458,1
5.987243125,0
5.987343667,1
5.987447792,0
5.987527667,1
5.987625917,0
5.987728667,1
5.987824500,0
5.987910250,1
5.988007875,0
5.988109750,1
5.988207917,0
5.988309833,1
5.988407917,0
5.988509792,1
5.988607917,0
5.988709833,1
5.988807958,0
5.988909833,1
5.989008000,0
5.989109875,1
5.989208042,0
5.989309958,1
5.989408083,0
5.989509958,1
5.989608083,0
5.989710042,1
5.989808125,0
5.989910042,1
5.990008167,0
5.990110042,1
5.990208208,0
5.990310167,1
5.990408250,0
5.990510125,1
5.990608292,0
5.990710208,1
5.990808292,0
5.990910208,1
5.991008333,0
5.991110250,1
5.991208375,0
5.991310333,1
5.991408417,0
5.991510292,1
5.991608458,0
5.991710333,1
5.991808458,0
5.991910417,1
5.992008500,0
5.992110417,1
5.992208542,0
5.992312042,1
5.992410083,0
5.992511917,1
5.992610125,0
5.992711167,1
5.992809375,0
5.992911292,1
5.993009375,0
5.993111292,1
5.993209417,0
5.993311333,1
5.993409458,0
5.993511375,1
5.993609500,0
5.993711417,1
5.993809542,0
5.993911500,1
5.994009583,0
5.994111458,1
5.994209583,0
5.994311542,1
5.994409625,0
5.994511583,1
5.994609667,0
5.994711583,1
5.994809708,0
5.994911625,1
5.995009750,0
5.995111625,1
5.995209792,0
5.995311708,1
5.995409833,0
5.995511750,1
5.995609833,0
5.995711792,1
5.995809875,0
5.995911792,1
5.996009917,0
5.996111833,1
5.996209958,0
5.996311875,1
5.996410000,0
5.996511917,1
5.996610042,0
5.996711958,1
5.996810042,0
5.996911958,1
5.997010083,0
5.997111958,1
5.997210167,0
5.997312042,1
5.997410167,0
5.997512125,1
5.997610208,0
5.997712125,1
5.997810250,0
5.997912125,1
5.998010250,0
5.998112167,1
5.998210292,0
5.998312250,1
5.998410333,0
5.998512250,1
5.998610375,0
5.998712125,1
5.998810417,0
5.998912250,1
5.999010458,0
5.999112292,1
5.999210500,0
5.999312292,1
5.999410667,0
5.999512375,1
5.999610542,0
5.999712417,1
5.999810583,0
5.999912417,1
6.000010667,0
6.000112458,1
6.000210667,0
6.000312500,1
6.000410708,0
6.000512583,1
6.000610750,0
6.000712667,1
6.000810792,0
6.000912542,1
6.001010792,0
6.001112667,1
6.001210833,0
6.001312792,1
6.001410875,0
6.001512708,1
6.001610917,0
6.001712833,1
6.001810958,0
6.001912917,1
6.002010958,0
6.002112875,1
6.002211000,0
6.002312917,1
6.002411042,0
6.002512958,1
6.002611083,0
6.002713000,1
6.002811125,0
6.002913042,1
6.003011167,0
6.003113083,1
6.003211167,0
6.003313125,1
6.003411208,0
6.003513167,1
6.003611250,0
6.003713208,1
6.003811292,0
6.003913208,1
6.004011333,0
6.004113250,1
6.004211375,0
6.004313292,1
6.004411375,0
6.004513333,1
6.004611417,0
6.004713375,1
6.004811458,0
6.004913375,1
6.005011542,0
6.005113417,1
6.005211542,0
6.005313333,1
6.005411583,0
6.005513500,1
6.005611625,0
6.005713542,1
6.005811625,0
6.005913542,1
6.006011667,0
6.006113542,1
6.006211708,0
6.006313667,1
6.006411750,0
6.006513667,1
6.006611792,0
6.006713708,1
6.006811833,0
6.006913708,1
6.007011833,0
6.007113750,1
6.007211917,0
6.007313833,1
6.007411917,0
6.007515125,1
6.007612625,0
6.007714625,1
6.007812708,0
6.007912875,1
6.008019833,0
6.008121000,1
6.008219250,0
6.008321542,1
6.008419167,0
6.008521083,1
6.008619667,0
6.008722500,1
6.008814750,0
6.008918292,1
6.009010167,0
6.009112125,1
6.009209958,0
6.009312208,1
6.009410292,0
6.009512167,1
6.009610375,0
6.009712292,1
6.009810375,0
6.009912292,1
6.010010417,0
6.010112333,1
6.010210458,0
6.010312375,1
6.010410458,0
6.010512417,1
6.010610500,0
6.010712417,1
6.010810542,0
6.010912458,1
6.011010583,0
6.011112500,1
6.011210625,0
6.011312542,1
6.011410667,0
6.011512583,1
6.011610667,0
6.011712625,1
6.011810750,0
6.011921417,1
6.012009667,0
6.012111333,1
6.012209500,0
6.012313583,1
6.012409792,0
6.012511792,1
6.012609875,0
6.012713333,1
6.012811458,0
6.012913292,1
6.013011458,0
6.013112458,1
6.013210708,0
6.013312625,1
6.013410708,0
6.013512667,1
6.013610750,0
6.013712708,1
6.013810792,0
6.013912708,1
6.014010875,0
6.014112708,1
6.014210875,0
6.014312792,1
6.014410917,0
6.014512792,1
6.014610917,0
6.014712750,1
6.014811000,0
6.014912792,1
6.015011000,0
6.015112833,1
6.015211083,0
6.015312958,1
6.015411083,0
6.015512958,1
6.015611125,0
6.015713083,1
6.015811125,0
6.015913042,1
6.016011167,0
6.016113042,1
6.016211250,0
6.016313167,1
6.016411250,0
6.016513167,1
6.016611292,0
6.016713208,1
6.016811333,0
6.016913250,1
6.017011375,0
6.017113250,1
6.017211375,0
6.017313333,1
6.017411458,0
6.017513333,1
6.017611458,0
6.017713417,1
6.017811500,0
6.017913417,1
6.018011542,0
6.018113417,1
6.018211583,0
6.018313500,1
6.018411583,0
6.018513542,1
6.018611625,0
6.018713583,1
6.018811667,0
6.018913625,1
6.019011708,0
6.019113667,1
6.019211750,0
6.019313667,1
6.019411792,0
6.019513708,1
6.019611833,0
6.019713750,1
6.019811833,0
6.019913792,1
6.020011875,0
6.020113792,1
6.020211917,0
6.020313792,1
6.020411958,0
6.020513917,1
6.020612000,0
6.020713917,1
6.020812042,0
6.020913958,1
6.021012042,0
6.021113958,1
6.021212083,0
6.021313917,1
6.021412125,0
6.021514042,1
6.021612167,0
6.021714125,1
6.021812333,0
6.021914125,1
6.022012250,0
6.022114125,1
6.022212250,0
6.022314167,1
6.022412292,0
6.022514250,1
6.022612333,0
6.022714292,1
6.022812375,0
6.022914292,1
6.023012417,0
6.023114292,1
6.023212458,0
6.023314292,1
6.023412500,0
6.023514292,1
6.023612500,0
6.023714458,1
6.023812542,0
6.023914458,1
6.024012625,0
6.024114375,1
6.024212625,0
6.024314458,1
6.024412667,0
6.024514417,1
6.024612708,0
6.024714583,1
6.024812750,0
6.024914458,1
6.025012750,0
6.025114625,1
6.025212833,0
6.025314750,1
6.025412833,0
6.025514625,1
6.025612875,0
6.025714667,1
6.025812917,0
6.025914833,1
6.026012958,0
6.026114833,1
6.026213000,0
6.026314958,1
6.026413000,0
6.026514958,1
6.026613042,0
6.026714958,1
6.026813083,0
6.026915000,1
6.027013125,0
6.027115042,1
6.027213167,0
6.027315042,1
6.027413208,0
6.027515000,1
6.027613208,0
6.027715125,1
6.027813250,0
6.027915208,1
6.028013292,0
6.028115208,1
6.028213333,0
6.028316458,1
6.028414000,0
6.028516042,1
6.028614083,0
6.028715917,1
6.028814083,0
6.028916000,1
6.029014125,0
6.029117125,1
6.029224458,0
6.029325708,1
6.029423875,0
6.029526250,1
6.029623792,0
6.029725750,1
6.029824292,0
6.029925625,1
6.030025375,0
6.030121292,1
6.030221042,0
6.030316625,1
6.030414833,0
6.030516750,1
6.030614875,0
6.030716792,1
6.030814917,0
6.030916792,1
6.031014917,0
6.031116917,1
6.031215000,0
6.031316875,1
6.031415000,0
6.031516917,1
6.031615042,0
6.031716958,1
6.031815083,0
6.031917125,1
6.032015083,0
6.032117000,1
6.032215167,0
6.032317000,1
6.032415208,0
6.032517042,1
6.032615250,0
6.032717125,1
6.032815250,0
6.032917167,1
6.033015292,0
6.033126708,1
6.033214292,0
6.033316000,1
6.033414125,0
6.033517875,1
6.033614333,0
6.033716333,1
6.033814458,0
6.033935417,1
6.034047708,0
6.034149625,1
6.034247750,0
6.034348583,1
6.034453125,0
6.034551417,1
6.034648958,0
6.034757042,1
6.034849917,0
6.034957958,1
6.035051750,0
6.035153417,1
6.035252875,0
6.035352000,1
6.035454833,0
6.035558375,1
6.035652542,0
6.035753708,1
6.035753792,0
6.035753833,1
6.035856125,0
6.035958042,1
6.036051917,0
6.036153875,1
6.036250542,0
6.036357167,1
6.036455583,0
6.036554083,1
6.036652958,0
6.036754000,1
6.036850542,0
6.036958333,1
6.037050375,0
6.037158125,1
6.037253208,0
6.037352458,1
6.037458958,0
6.037536500,1
6.037635458,0
6.037736583,1
6.037833292,0
6.037919083,1
6.038016708,0
6.038118542,1
6.038216708,0
6.038318500,1
6.038416667,0
6.038518583,1
6.038616708,0
6.038718625,1
6.038816750,0
6.038918667,1
6.039016792,0
6.039118667,1
6.039216833,0
6.039318750,1
6.039416833,0
6.039518750,1
6.039616875,0
6.039718833,1
6.039816917,0
6.039918833,1
6.040016958,0
6.040118833,1
6.040217000,0
6.040318917,1
6.040417042,0
6.040518917,1
6.040617042,0
6.040719000,1
6.040817083,0
6.040919000,1
6.041017125,0
6.041119083,1
6.041217167,0
6.041319083,1
6.041417208,0
6.041518958,1
6.041617250,0
6.041719167,1
6.041817292,0
6.041919125,1
6.042017292,0
6.042119208,1
6.042217375,0
6.042320833,1
6.042418875,0
6.042520792,1
6.042618917,0
6.042720000,1
6.042818167,0
6.042920083,1
6.043018167,0
6.043120125,1
6.043218208,0
6.043320167,1
6.043418250,0
6.043520167,1
6.043618333,0
6.043720250,1
6.043818333,0
6.043920208,1
6.044018375,0
6.044120292,1
6.044218375,0
6.044320292,1
6.044418417,0
6.044520333,1
6.044618458,0
6.044720417,1
6.044818500,0
6.044920458,1
6.045018542,0
6.045120417,1
6.045218583,0
6.045320500,1
6.045418625,0
6.045520542,1
6.045618625,0
6.045720583,1
6.045818833,0
6.045920708,1
6.046018708,0
6.046120583,1
6.046218750,0
6.046320667,1
6.046418792,0
6.046520708,1
6.046618833,0
6.046720750,1
6.046818833,0
6.046920792,1
6.047018875,0
6.047120792,1
6.047218917,0
6.047320792,1
6.047418958,0
6.047520792,1
6.047619000,0
6.047720958,1
6.047819042,0
6.047920958,1
6.048019125,0
6.048120958,1
6.048219083,0
6.048321042,1
6.048419125,0
6.048521000,1
6.048619167,0
6.048721000,1
6.048819208,0
6.048921083,1
6.049019250,0
6.049121125,1
6.049219292,0
6.049321167,1
6.049419292,0
6.049521125,1
6.049619333,0
6.049721250,1
6.049819417,0
6.049921292,1
6.050019417,0
6.050121333,1
6.050219458,0
6.050321292,1
6.050419500,0
6.050521208,1
6.050619542,0
6.050721625,1
6.050819583,0
6.050921458,1
6.051019583,0
6.051121500,1
6.051219625,0
6.051321458,1
6.051419667,0
6.051521583,1
6.051619708,0
6.051721625,1
6.051819750,0
6.051921667,1
6.052019750,0
6.052121708,1
6.052219792,0
6.052321750,1
6.052419833,0
6.052521792,1
6.052619875,0
6.052721833,1
6.052819917,0
6.052921833,1
6.053019958,0
6.053121833,1
6.053219958,0
6.053321917,1
6.053420000,0
6.053521917,1
6.053620083,0
6.053722000,1
6.053820083,0
6.053921958,1
6.054020125,0
6.054122083,1
6.054220167,0
6.054322083,1
6.054420208,0
6.054522125,1
6.054620208,0
6.054722083,1
6.054820292,0
6.054922208,1
6.055020292,0
6.055121958,1
6.055122000,0
6.055122125,1
6.055220333,0
6.055322250,1
6.055420375,0
6.055522292,1
6.055620417,0
6.055722333,1
6.055820458,0
6.055922333,1
6.056020458,0
6.056122375,1
6.056220500,0
6.056322417,1
6.056420542,0
6.056522458,1
6.056620583,0
6.056722500,1
6.056820625,0
6.056922625,1
6.057020667,0
6.057122542,1
6.057220667,0
6.057322625,1
6.057420708,0
6.057523833,1
6.057621417,0
6.057723417,1
6.057821500,0
6.057921625,1
6.058028667,0
6.058129875,1
6.058228042,0
6.058330375,1
6.058427917,0
6.058529958,1
6.058628542,0
6.058731250,1
6.058823542,0
6.058927125,1
6.059018958,0
6.059120917,1
6.059219042,0
6.059321000,1
6.059419083,0
6.059521000,1
6.059619125,0
6.059721083,1
6.059819167,0
6.059921125,1
6.060019208,0
6.060121083,1
6.060219250,0
6.060321167,1
6.060419292,0
6.060521208,1
6.060619292,0
6.060721250,1
6.060819333,0
6.060921292,1
6.061019375,0
6.061121292,1
6.061219417,0
6.061321333,1
6.061419458,0
6.061521417,1
6.061619458,0
6.061721417,1
6.061819500,0
6.061930083,1
6.062018458,0
6.062120125,1
6.062218292,0
6.062322458,1
6.062418583,0
6.062520542,1
6.062618708,0
6.062722125,1
6.062820250,0
6.062922042,1
6.063020250,0
6.063121292,1
6.063219500,0
6.063321417,1
6.063419500,0
6.063521458,1
6.063619542,0
6.063721500,1
6.063819625,0
6.063921500,1
6.064019625,0
6.064121500,1
6.064219667,0
6.064321583,1
6.064419708,0
6.064521625,1
6.064619708,0
6.064721625,1
6.064819792,0
6.064921708,1
6.065019792,0
6.065121625,1
6.065219833,0
6.065321792,1
6.065419875,0
6.065521792,1
6.065619917,0
6.065721833,1
6.065819917,0
6.065921833,1
6.066020000,0
6.066121833,1
6.066220042,0
6.066321958,1
6.066420042,0
6.066521833,1
6.066620083,0
6.066722042,1
6.066820125,0
6.066922000,1
6.067020167,0
6.067122083,1
6.067220167,0
6.067322125,1
6.067420208,0
6.067522000,1
6.067620250,0
6.067722208,1
6.067820292,0
6.067922208,1
6.068020333,0
6.068122208,1
6.068220417,0
6.068322333,1
6.068420375,0
6.068522333,1
6.068620417,0
6.068722375,1
6.068820458,0
6.068922417,1
6.069020500,0
6.069122417,1
6.069220542,0
6.069322458,1
6.069420583,0
6.069522500,1
6.069620625,0
6.069722500,1
6.069820625,0
6.069922583,1
6.070020667,0
6.070122583,1
6.070220708,0
6.070322625,1
6.070420750,0
6.070522667,1
6.070620792,0
6.070722667,1
6.070820833,0
6.070922792,1
6.071020833,0
6.071122750,1
6.071220875,0
6.071322792,1
6.071420917,0
6.071522875,1
6.071620958,0
6.071722833,1
6.071821000,0
6.071922875,1
6.072021042,0
6.072122958,1
6.072221042,0
6.072322875,1
6.072421083,0
6.072523042,1
6.072621167,0
6.072723000,1
6.072821167,0
6.072923083,1
6.073021208,0
6.073123125,1
6.073221250,0
6.073323125,1
6.073421292,0
6.073523250,1
6.073621292,0
6.073723250,1
6.073821375,0
6.073923250,1
6.074021417,0
6.074123292,1
6.074221417,0
6.074323292,1
6.074421458,0
6.074523375,1
6.074621500,0
6.074723417,1
6.074821500,0
6.074923500,1
6.075021583,0
6.075123417,1
6.075221583,0
6.075323542,1
6.075421625,0
6.075523583,1
6.075621667,0
6.075723583,1
6.075821708,0
6.075923583,1
6.076021750,0
6.076123625,1
6.076221792,0
6.076323667,1
6.076421792,0
6.076523667,1
6.076621833,0
6.076723750,1
6.076821875,0
6.076923792,1
6.077021917,0
6.077123833,1
6.077221958,0
6.077323875,1
6.077421958,0
6.077523917,1
6.077622000,0
6.077723917,1
6.077822042,0
6.077923958,1
6.078022083,0
6.078123958,1
6.078222125,0
6.078325208,1
6.078422792,0
6.078524792,1
6.078622875,0
6.078724708,1
6.078822875,0
6.078924792,1
6.079022917,0
6.079125958,1
6.079233292,0
6.079334583,1
6.079432708,0
6.079535042,1
6.079632542,0
6.079734625,1
6.079833167,0
6.079936000,1
6.080028167,0
6.080131792,1
6.080223500,0
6.080325458,1
6.080423625,0
6.080525500,1
6.080623667,0
6.080725583,1
6.080823667,0
6.080925625,1
6.081023708,0
6.081125625,1
6.081223750,0
6.081325542,1
6.081423792,0
6.081525708,1
6.081623875,0
6.081725792,1
6.081823875,0
6.081925792,1
6.082023875,0
6.082125792,1
6.082223917,0
6.082325833,1
6.082423958,0
6.082525917,1
6.082632083,0
6.082725958,1
6.082824042,0
6.082925917,1
6.083024083,0
6.083135375,1
6.083223083,0
6.083324833,1
6.083422917,0
6.083526750,1
6.083623125,0
6.083725167,1
6.083823250,0
6.083944250,1
6.084056500,0
6.084158625,1
6.084256542,0
6.084357667,1
6.084461833,0
6.084560250,1
6.084657292,0
6.084765875,1
6.084858708,0
6.084965583,1
6.085060292,0
6.085162375,1
6.085260292,0
6.085360750,1
6.085463667,0
6.085566125,1
6.085660792,0
6.085762708,1
6.085859125,0
6.085967000,1
6.086060708,0
6.086162708,1
6.086259333,0
6.086366083,1
6.086464417,0
6.086562917,1
6.086660917,0
6.086765250,1
6.086859333,0
6.086967250,1
6.087059167,0
6.087166125,1
6.087260708,0
6.087361250,1
6.087465375,0
6.087545250,1
6.087545333,0
6.087545375,1
6.087643500,0
6.087745375,1
6.087842083,0
6.087927875,1
6.088025458,0
6.088127375,1
6.088225500,0
6.088327292,1
6.088425458,0
6.088527375,1
6.088625500,0
6.088727417,1
6.088825542,0
6.088927500,1
6.089025583,0
6.089127417,1
6.089225625,0
6.089327500,1
6.089425625,0
6.089527500,1
6.089625708,0
6.089727583,1
6.089825750,0
6.089927625,1
6.090025750,0
6.090127625,1
6.090225792,0
6.090327667,1
6.090425833,0
6.090527750,1
6.090625833,0
6.090727833,1
6.090825917,0
6.090927792,1
6.091025917,0
6.091127708,1
6.091226000,0
6.091327875,1
6.091426000,0
6.091527875,1
6.091626042,0
6.091727958,1
6.091826083,0
6.091927958,1
6.092026125,0
6.092128000,1
6.092226167,0
6.092329667,1
6.092427667,0
6.092529542,1
6.092627708,0
6.092728708,1
6.092826958,0
6.092928875,1
6.093026958,0
6.093128875,1
6.093227000,0
6.093328958,1
6.093427042,0
6.093528958,1
6.093627083,0
6.093728958,1
6.093827125,0
6.093929042,1
6.094027167,0
6.094129042,1
6.094227167,0
6.094329167,1
6.094427250,0
6.094529208,1
6.094627250,0
6.094729208,1
6.094827292,0
6.094929208,1
6.095027333,0
6.095129208,1
6.095227375,0
6.095329292,1
6.095427417,0
6.095529333,1
6.095627417,0
6.095729375,1
6.095827458,0
6.095929375,1
6.096027500,0
6.096129417,1
6.096227542,0
6.096329458,1
6.096427583,0
6.096529458,1
6.096627625,0
6.096729542,1
6.096827625,0
6.096929583,1
6.097027667,0
6.097129542,1
6.097227708,0
6.097329667,1
6.097427750,0
6.097529542,1
6.097627792,0
6.097729750,1
6.097827833,0
6.097929750,1
6.098027875,0
6.098129792,1
6.098227875,0
6.098329792,1
6.098427917,0
6.098529833,1
6.098627958,0
6.098729917,1
6.098828000,0
6.098929958,1
6.099028042,0
6.099129958,1
6.099228083,0
6.099330000,1
6.099428083,0
6.099530042,1
6.099628125,0
6.099730125,1
6.099828167,0
6.099930042,1
6.100028250,0
6.100130125,1
6.100228250,0
6.100330125,1
6.100428292,0
6.100530208,1
6.100628333,0
6.100730250,1
6.100828333,0
6.100930292,1
6.101028417,0
6.101130333,1
6.101228417,0
6.101330292,1
6.101428458,0
6.101530333,1
6.101628500,0
6.101730417,1
6.101828542,0
6.101930375,1
6.102028583,0
6.102130458,1
6.102228625,0
6.102330542,1
6.102428625,0
6.102530542,1
6.102628667,0
6.102730583,1
6.102828708,0
6.102930625,1
6.103028750,0
6.103130667,1
6.103228750,0
6.103330708,1
6.103428833,0
6.103530708,1
6.103628875,0
6.103730792,1
6.103828875,0
6.103930750,1
6.103930833,0
6.103930875,1
6.104028917,0
6.104130833,1
6.104228958,0
6.104330875,1
6.104429000,0
6.104530917,1
6.104629000,0
6.104730958,1
6.104829083,0
6.104931000,1
6.105029083,0
6.105130958,1
6.105229125,0
6.105331042,1
6.105429167,0
6.105531125,1
6.105629208,0
6.105731125,1
6.105829208,0
6.105931167,1
6.106029250,0
6.106131167,1
6.106229292,0
6.106331208,1
6.106429333,0
6.106531333,1
6.106629375,0
6.106731292,1
6.106829417,0
6.106931333,1
6.107029458,0
6.107131333,1
6.107229458,0
6.107331375,1
6.107429500,0
6.107532708,1
6.107630208,0
6.107732208,1
6.107830333,0
6.107930458,1
6.108037417,0
6.108138625,1
6.108236833,0
6.108339250,1
6.108436708,0
6.108538750,1
6.108637250,0
6.108740167,1
6.108832333,0
6.108935833,1
6.109027750,0
6.109129708,1
6.109227833,0
6.109329750,1
6.109427875,0
6.109529792,1
6.109627958,0
6.109729875,1
6.109827958,0
6.109929833,1
6.110028000,0
6.110129833,1
6.110228042,0
6.110330000,1
6.110428042,0
6.110530000,1
6.110628083,0
6.110730000,1
6.110828125,0
6.110930042,1
6.111028167,0
6.111130083,1
6.111228208,0
6.111330125,1
6.111437583,0
6.111530167,1
6.111628250,0
6.111730167,1
6.111828292,0
6.111938958,1
6.112027250,0
6.112128917,1
6.112227083,0
6.112331208,1
6.112427375,0
6.112529333,1
6.112627458,0
6.112730958,1
6.112829042,0
6.112930917,1
6.113029042,0
6.113130083,1
6.113228292,0
6.113330167,1
6.113428292,0
6.113530292,1
6.113628333,0
6.113730292,1
6.113828375,0
6.113930333,1
6.114028417,0
6.114130333,1
6.114228458,0
6.114330375,1
6.114428500,0
6.114530458,1
6.114628542,0
6.114730458,1
6.114828583,0
6.114930458,1
6.115028583,0
6.115130458,1
6.115228667,0
6.115330500,1
6.115428667,0
6.115530500,1
6.115628708,0
6.115730625,1
6.115828750,0
6.115930625,1
6.116028750,0
6.116130625,1
6.116228833,0
6.116330750,1
6.116428833,0
6.116530500,1
6.116530542,0
6.116530583,1
6.116530625,0
6.116530667,1
6.116628875,0
6.116730792,1
6.116828917,0
6.116930792,1
6.117028958,0
6.117130833,1
6.117228958,0
6.117330875,1
6.117429000,0
6.117530917,1
6.117629042,0
6.117731000,1
6.117829083,0
6.117931042,1
6.118029125,0
6.118131000,1
6.118229167,0
6.118331083,1
6.118429167,0
6.118531125,1
6.118629208,0
6.118731083,1
6.118829250,0
6.118931208,1
6.119029333,0
6.119131208,1
6.119229333,0
6.119331292,1
6.119429375,0
6.119531292,1
6.119629417,0
6.119731333,1
6.119829417,0
6.119931333,1
6.120029458,0
6.120131375,1
6.120229500,0
6.120331458,1
6.120429542,0
6.120531458,1
6.120629583,0
6.120731500,1
6.120829625,0
6.120931542,1
6.121029625,0
6.121131417,1
6.121229708,0
6.121331625,1
6.121429708,0
6.121531667,1
6.121629750,0
6.121731667,1
6.121829792,0
6.121931750,1
6.122029833,0
6.122131750,1
6.122229833,0
6.122331792,1
6.122429875,0
6.122531750,1
6.122629917,0
6.122731750,1
6.122829958,0
6.122931833,1
6.123030000,0
6.123131875,1
6.123230042,0
6.123331917,1
6.123430083,0
6.123532042,1
6.123630125,0
6.123732083,1
6.123830167,0
6.123932042,1
6.124030167,0
6.124132083,1
6.124230208,0
6.124332167,1
6.124430250,0
6.124532083,1
6.124630292,0
6.124732208,1
6.124830333,0
6.124932208,1
6.125030333,0
6.125132250,1
6.125230375,0
6.125332292,1
6.125430417,0
6.125532333,1
6.125630458,0
6.125732333,1
6.125830500,0
6.125932458,1
6.126030542,0
6.126132375,1
6.126230542,0
6.126332500,1
6.126430583,0
6.126532500,1
6.126630625,0
6.126732500,1
6.126830667,0
6.126932583,1
6.127030708,0
6.127132625,1
6.127230750,0
6.127332667,1
6.127430750,0
6.127532708,1
6.127630792,0
6.127732708,1
6.127830833,0
6.127932750,1
6.128030875,0
6.128132750,1
6.128230917,0
6.128334083,1
6.128431583,0
6.128533583,1
6.128631667,0
6.128733500,1
6.128831667,0
6.128933583,1
6.129031750,0
